Date,Description,Size,Symbol,Expiration,Strike,Type,Trade Price,Profit/Loss,Stock Price
24-Jan-12,Open 7DaysBeforeEarnings:Long Calls,1,PFE,Feb18`12,22,Call, $0.2, , $21.66
24-Jan-12,Open 7DaysBeforeEarnings:Long Puts,1,PFE,Feb18`12,22,Put, $0.76, , $21.66
30-Jan-12,Close 1DaysBeforeEarnings:Long Calls,-1,PFE,Feb18`12,22,Call, $0.15,-$6, $21.58
30-Jan-12,Close 1DaysBeforeEarnings:Long Puts,-1,PFE,Feb18`12,22,Put, $0.82, $6, $21.58
24-Apr-12,Open 7DaysBeforeEarnings:Long Calls,1,PFE,May19`12,23,Call, $0.22, , $22.63
24-Apr-12,Open 7DaysBeforeEarnings:Long Puts,1,PFE,May19`12,23,Put, $0.78, , $22.63
30-Apr-12,Close 1DaysBeforeEarnings:Long Calls,-1,PFE,May19`12,23,Call, $0.29, $6, $22.9
30-Apr-12,Close 1DaysBeforeEarnings:Long Puts,-1,PFE,May19`12,23,Put, $0.62,-$16, $22.9
24-Jul-12,Open 7DaysBeforeEarnings:Long Calls,1,PFE,Aug18`12,23,Call, $0.61, , $23.38
24-Jul-12,Open 7DaysBeforeEarnings:Long Puts,1,PFE,Aug18`12,23,Put, $0.41, , $23.38
30-Jul-12,Close 1DaysBeforeEarnings:Long Calls,-1,PFE,Aug18`12,23,Call, $0.72, $10, $23.71
30-Jul-12,Close 1DaysBeforeEarnings:Long Puts,-1,PFE,Aug18`12,23,Put, $0.24,-$17, $23.71
25-Oct-12,Open 7DaysBeforeEarnings:Long Calls,1,PFE,Nov2`12,25.5,Call, $0.4, , $25.61
25-Oct-12,Open 7DaysBeforeEarnings:Long Puts,1,PFE,Nov2`12,25.5,Put, $0.3, , $25.61
31-Oct-12,Close 1DaysBeforeEarnings:Long Calls,-1,PFE,Nov2`12,25.5,Call, $0.14,-$27, $24.87
31-Oct-12,Close 1DaysBeforeEarnings:Long Puts,-1,PFE,Nov2`12,25.5,Put, $0.69, $39, $24.87
22-Jan-13,Open 7DaysBeforeEarnings:Long Calls,1,PFE,Feb16`13,27,Call, $0.15, , $26.68
22-Jan-13,Open 7DaysBeforeEarnings:Long Puts,1,PFE,Feb16`13,27,Put, $0.74, , $26.68
28-Jan-13,Close 1DaysBeforeEarnings:Long Calls,-1,PFE,Feb16`13,27,Call, $0.22, $6, $26.84
28-Jan-13,Close 1DaysBeforeEarnings:Long Puts,-1,PFE,Feb16`13,27,Put, $0.58,-$16, $26.84
23-Apr-13,Open 7DaysBeforeEarnings:Long Calls,1,PFE,May18`13,31,Call, $0.5, , $31.08
23-Apr-13,Open 7DaysBeforeEarnings:Long Puts,1,PFE,May18`13,31,Put, $0.64, , $31.08
29-Apr-13,Close 1DaysBeforeEarnings:Long Calls,-1,PFE,May18`13,31,Call, $0.26,-$25, $30.43
29-Apr-13,Close 1DaysBeforeEarnings:Long Puts,-1,PFE,May18`13,31,Put, $1.07, $43, $30.43
23-Jul-13,Open 7DaysBeforeEarnings:Long Calls,1,PFE,Aug17`13,29,Call, $0.61, , $29.42
23-Jul-13,Open 7DaysBeforeEarnings:Long Puts,1,PFE,Aug17`13,29,Put, $0.4, , $29.42
29-Jul-13,Close 1DaysBeforeEarnings:Long Calls,-1,PFE,Aug17`13,29,Call, $0.72, $10, $29.54
29-Jul-13,Close 1DaysBeforeEarnings:Long Puts,-1,PFE,Aug17`13,29,Put, $0.39,-$1, $29.54
22-Oct-13,Open 7DaysBeforeEarnings:Long Calls,1,PFE,Nov1`13,30.5,Call, $0.48, , $30.68
22-Oct-13,Open 7DaysBeforeEarnings:Long Puts,1,PFE,Nov1`13,30.5,Put, $0.29, , $30.68
28-Oct-13,Close 1DaysBeforeEarnings:Long Calls,-1,PFE,Nov1`13,30.5,Call, $0.48,-$1, $30.74
28-Oct-13,Close 1DaysBeforeEarnings:Long Puts,-1,PFE,Nov1`13,30.5,Put, $0.24,-$5, $30.74
21-Jan-14,Open 7DaysBeforeEarnings:Long Calls,1,PFE,Jan31`14,31,Call, $0.5, , $31.23
21-Jan-14,Open 7DaysBeforeEarnings:Long Puts,1,PFE,Jan31`14,31,Put, $0.32, , $31.23
27-Jan-14,Close 1DaysBeforeEarnings:Long Calls,-1,PFE,Jan31`14,31,Call, $0.04,-$47, $29.66
27-Jan-14,Close 1DaysBeforeEarnings:Long Puts,-1,PFE,Jan31`14,31,Put, $1.32, $100, $29.66
28-Apr-14,Open 7DaysBeforeEarnings:Long Calls,1,PFE,May9`14,32,Call, $0.44, , $32.04
28-Apr-14,Open 7DaysBeforeEarnings:Long Puts,1,PFE,May9`14,32,Put, $0.62, , $32.04
01-May-14,Close 40%CloseAfterGains:Long Calls,-1,PFE,May9`14,32,Call, $0.2,-$25, $31.15
01-May-14,Close 40%CloseAfterGains:Long Puts,-1,PFE,May9`14,32,Put, $1.32, $70, $31.15
22-Jul-14,Open 7DaysBeforeEarnings:Long Calls,1,PFE,Aug1`14,30.5,Call, $0.32, , $30.49
22-Jul-14,Open 7DaysBeforeEarnings:Long Puts,1,PFE,Aug1`14,30.5,Put, $0.52, , $30.49
28-Jul-14,Close 1DaysBeforeEarnings:Long Calls,-1,PFE,Aug1`14,30.5,Call, $0.17,-$16, $30.1
28-Jul-14,Close 1DaysBeforeEarnings:Long Puts,-1,PFE,Aug1`14,30.5,Put, $0.85, $33, $30.1
