Date,Description,Size,Symbol,Expiration,Strike,Type,Trade Price,Profit/Loss,Stock Price
01-Feb-12,Open 7DaysBeforeEarnings:Long Calls,1,TRIP,Feb18`12,35,Call, $1.4, , $35.06
01-Feb-12,Open 7DaysBeforeEarnings:Long Puts,1,TRIP,Feb18`12,35,Put, $1.45, , $35.06
07-Feb-12,Close 1DaysBeforeEarnings:Long Calls,-1,TRIP,Feb18`12,35,Call, $1.38,-$3, $34.84
07-Feb-12,Close 1DaysBeforeEarnings:Long Puts,-1,TRIP,Feb18`12,35,Put, $1.42,-$3, $34.84
24-Apr-12,Open 7DaysBeforeEarnings:Long Calls,1,TRIP,May19`12,35,Call, $0.95, , $33.38
24-Apr-12,Open 7DaysBeforeEarnings:Long Puts,1,TRIP,May19`12,35,Put, $2.55, , $33.38
30-Apr-12,Close 1DaysBeforeEarnings:Long Calls,-1,TRIP,May19`12,35,Call, $3.5, $254, $37.51
30-Apr-12,Close 1DaysBeforeEarnings:Long Puts,-1,TRIP,May19`12,35,Put, $1.1,-$145, $37.51
17-Jul-12,Open 7DaysBeforeEarnings:Long Calls,1,TRIP,Aug18`12,46,Call, $3.05, , $45.52
17-Jul-12,Open 7DaysBeforeEarnings:Long Puts,1,TRIP,Aug18`12,46,Put, $3.45, , $45.52
23-Jul-12,Close 1DaysBeforeEarnings:Long Calls,-1,TRIP,Aug18`12,46,Call, $3.1, $4, $45.61
23-Jul-12,Close 1DaysBeforeEarnings:Long Puts,-1,TRIP,Aug18`12,46,Put, $3.4,-$5, $45.61
25-Oct-12,Open 7DaysBeforeEarnings:Long Calls,1,TRIP,Nov17`12,31,Call, $2.28, , $30.78
25-Oct-12,Open 7DaysBeforeEarnings:Long Puts,1,TRIP,Nov17`12,31,Put, $2.5, , $30.78
31-Oct-12,Close 1DaysBeforeEarnings:Long Calls,-1,TRIP,Nov17`12,31,Call, $2.2,-$9, $30.29
31-Oct-12,Close 1DaysBeforeEarnings:Long Puts,-1,TRIP,Nov17`12,31,Put, $2.9, $40, $30.29
06-Feb-13,Open 7DaysBeforeEarnings:Long Calls,1,TRIP,Feb16`13,47,Call, $2.5, , $47
06-Feb-13,Open 7DaysBeforeEarnings:Long Puts,1,TRIP,Feb16`13,47,Put, $2.5, , $47
12-Feb-13,Close 1DaysBeforeEarnings:Long Calls,-1,TRIP,Feb16`13,47,Call, $2,-$51, $46.66
12-Feb-13,Close 1DaysBeforeEarnings:Long Puts,-1,TRIP,Feb16`13,47,Put, $2.4,-$10, $46.66
30-Apr-13,Open 7DaysBeforeEarnings:Long Calls,1,TRIP,May18`13,55,Call, $1.8, , $52.58
30-Apr-13,Open 7DaysBeforeEarnings:Long Puts,1,TRIP,May18`13,55,Put, $4.2, , $52.58
06-May-13,Close 1DaysBeforeEarnings:Long Calls,-1,TRIP,May18`13,55,Call, $2.98, $117, $55.17
06-May-13,Close 1DaysBeforeEarnings:Long Puts,-1,TRIP,May18`13,55,Put, $2.85,-$135, $55.17
17-Jul-13,Open 7DaysBeforeEarnings:Long Calls,1,TRIP,Aug17`13,62.5,Call, $2.52, , $61.09
17-Jul-13,Open 7DaysBeforeEarnings:Long Puts,1,TRIP,Aug17`13,62.5,Put, $4, , $61.09
23-Jul-13,Close 1DaysBeforeEarnings:Long Calls,-1,TRIP,Aug17`13,62.5,Call, $2.35,-$18, $60.66
23-Jul-13,Close 1DaysBeforeEarnings:Long Puts,-1,TRIP,Aug17`13,62.5,Put, $4.2, $20, $60.66
16-Oct-13,Open 7DaysBeforeEarnings:Long Calls,1,TRIP,Nov16`13,75,Call, $5.1, , $75
16-Oct-13,Open 7DaysBeforeEarnings:Long Puts,1,TRIP,Nov16`13,75,Put, $5.2, , $75
22-Oct-13,Close 1DaysBeforeEarnings:Long Calls,-1,TRIP,Nov16`13,75,Call, $5.1,-$1, $75.5
22-Oct-13,Close 1DaysBeforeEarnings:Long Puts,-1,TRIP,Nov16`13,75,Put, $4.7,-$50, $75.5
04-Feb-14,Open 7DaysBeforeEarnings:Long Calls,1,TRIP,Feb22`14,77.5,Call, $3.6, , $76.37
04-Feb-14,Open 7DaysBeforeEarnings:Long Puts,1,TRIP,Feb22`14,77.5,Put, $4.65, , $76.37
10-Feb-14,Close 1DaysBeforeEarnings:Long Calls,-1,TRIP,Feb22`14,77.5,Call, $8.35, $474, $84.05
10-Feb-14,Close 1DaysBeforeEarnings:Long Puts,-1,TRIP,Feb22`14,77.5,Put, $1.85,-$280, $84.05
29-Apr-14,Open 7DaysBeforeEarnings:Long Calls,1,TRIP,May9`14,81,Call, $4.05, , $80.83
29-Apr-14,Open 7DaysBeforeEarnings:Long Puts,1,TRIP,May9`14,81,Put, $4.3, , $80.83
05-May-14,Close 1DaysBeforeEarnings:Long Calls,-1,TRIP,May9`14,81,Call, $6.25, $219, $84.71
05-May-14,Close 1DaysBeforeEarnings:Long Puts,-1,TRIP,May9`14,81,Put, $2.72,-$158, $84.71
16-Jul-14,Open 7DaysBeforeEarnings:Long Calls,1,TRIP,Jul25`14,103,Call, $3.9, , $101.96
16-Jul-14,Open 7DaysBeforeEarnings:Long Puts,1,TRIP,Jul25`14,103,Put, $4.85, , $101.96
22-Jul-14,Close 1DaysBeforeEarnings:Long Calls,-1,TRIP,Jul25`14,103,Call, $4.8, $89, $104.17
22-Jul-14,Close 1DaysBeforeEarnings:Long Puts,-1,TRIP,Jul25`14,103,Put, $3.65,-$120, $104.17
28-Oct-14,Open 7DaysBeforeEarnings:Long Calls,1,TRIP,Nov7`14,89,Call, $3.45, , $88.82
28-Oct-14,Open 7DaysBeforeEarnings:Long Puts,1,TRIP,Nov7`14,89,Put, $3.95, , $88.82
03-Nov-14,Close 1DaysBeforeEarnings:Long Calls,-1,TRIP,Nov7`14,89,Call, $1.75,-$171, $85.21
03-Nov-14,Close 1DaysBeforeEarnings:Long Puts,-1,TRIP,Nov7`14,89,Put, $5.35, $140, $85.21
04-Feb-15,Open 7DaysBeforeEarnings:Long Calls,1,TRIP,Feb13`15,71.5,Call, $3.05, , $71.18
04-Feb-15,Open 7DaysBeforeEarnings:Long Puts,1,TRIP,Feb13`15,71.5,Put, $3.4, , $71.18
10-Feb-15,Close 1DaysBeforeEarnings:Long Calls,-1,TRIP,Feb13`15,71.5,Call, $2.58,-$48, $69.98
10-Feb-15,Close 1DaysBeforeEarnings:Long Puts,-1,TRIP,Feb13`15,71.5,Put, $4.15, $75, $69.98
29-Apr-15,Open 7DaysBeforeEarnings:Long Calls,1,TRIP,May8`15,82.5,Call, $3.45, , $81.7
29-Apr-15,Open 7DaysBeforeEarnings:Long Puts,1,TRIP,May8`15,82.5,Put, $4.1, , $81.7
05-May-15,Close 1DaysBeforeEarnings:Long Calls,-1,TRIP,May8`15,82.5,Call, $2.25,-$121, $77.72
05-May-15,Close 1DaysBeforeEarnings:Long Puts,-1,TRIP,May8`15,82.5,Put, $6.95, $285, $77.72
16-Jul-15,Open 7DaysBeforeEarnings:Long Calls,1,TRIP,Jul24`15,91.5,Call, $3.45, , $91.11
16-Jul-15,Open 7DaysBeforeEarnings:Long Puts,1,TRIP,Jul24`15,91.5,Put, $3.9, , $91.11
22-Jul-15,Close 1DaysBeforeEarnings:Long Calls,-1,TRIP,Jul24`15,91.5,Call, $3.9, $44, $91.75
22-Jul-15,Close 1DaysBeforeEarnings:Long Puts,-1,TRIP,Jul24`15,91.5,Put, $3.55,-$35, $91.75
29-Oct-15,Open 7DaysBeforeEarnings:Long Calls,1,TRIP,Nov6`15,81.5,Call, $3.95, , $80.93
29-Oct-15,Open 7DaysBeforeEarnings:Long Puts,1,TRIP,Nov6`15,81.5,Put, $4.25, , $80.93
04-Nov-15,Close 1DaysBeforeEarnings:Long Calls,-1,TRIP,Nov6`15,81.5,Call, $4.5, $54, $82.62
04-Nov-15,Close 1DaysBeforeEarnings:Long Puts,-1,TRIP,Nov6`15,81.5,Put, $3.55,-$70, $82.62
04-Feb-16,Open 7DaysBeforeEarnings:Long Calls,1,TRIP,Feb12`16,64.5,Call, $3.2, , $63.81
04-Feb-16,Open 7DaysBeforeEarnings:Long Puts,1,TRIP,Feb12`16,64.5,Put, $3.85, , $63.81
08-Feb-16,Close 40%CloseAfterGains:Long Calls,-1,TRIP,Feb12`16,64.5,Call, $0.92,-$229, $55.88
08-Feb-16,Close 40%CloseAfterGains:Long Puts,-1,TRIP,Feb12`16,64.5,Put, $9.45, $560, $55.88
27-Apr-16,Open 7DaysBeforeEarnings:Long Calls,1,TRIP,May6`16,64.5,Call, $3.5, , $63.69
27-Apr-16,Open 7DaysBeforeEarnings:Long Puts,1,TRIP,May6`16,64.5,Put, $4.3, , $63.69
03-May-16,Close 1DaysBeforeEarnings:Long Calls,-1,TRIP,May6`16,64.5,Call, $4.2, $69, $65.83
03-May-16,Close 1DaysBeforeEarnings:Long Puts,-1,TRIP,May6`16,64.5,Put, $2.95,-$135, $65.83
27-Jul-16,Open 7DaysBeforeEarnings:Long Calls,1,TRIP,Aug5`16,70.5,Call, $2.92, , $69.85
