Date,Description,Size,Symbol,Expiration,Strike,Type,Trade Price,Profit/Loss,Stock Price
19-Jan-12,Open 7DaysBeforeEarnings:Long Calls,1,AMGN,Feb18`12,70,Call, $1.8, , $69.14
19-Jan-12,Open 7DaysBeforeEarnings:Long Puts,1,AMGN,Feb18`12,70,Put, $2.97, , $69.14
25-Jan-12,Close 1DaysBeforeEarnings:Long Calls,-1,AMGN,Feb18`12,70,Call, $1.56,-$25, $69.21
25-Jan-12,Close 1DaysBeforeEarnings:Long Puts,-1,AMGN,Feb18`12,70,Put, $2.51,-$46, $69.21
17-Apr-12,Open 7DaysBeforeEarnings:Long Calls,1,AMGN,May19`12,67.5,Call, $1.56, , $67.35
17-Apr-12,Open 7DaysBeforeEarnings:Long Puts,1,AMGN,May19`12,67.5,Put, $1.92, , $67.35
23-Apr-12,Close 1DaysBeforeEarnings:Long Calls,-1,AMGN,May19`12,67.5,Call, $1.82, $25, $68.29
23-Apr-12,Close 1DaysBeforeEarnings:Long Puts,-1,AMGN,May19`12,67.5,Put, $1.23,-$69, $68.29
19-Jul-12,Open 7DaysBeforeEarnings:Long Calls,1,AMGN,Aug18`12,80,Call, $1.77, , $79.64
19-Jul-12,Open 7DaysBeforeEarnings:Long Puts,1,AMGN,Aug18`12,80,Put, $2.37, , $79.64
25-Jul-12,Close 1DaysBeforeEarnings:Long Calls,-1,AMGN,Aug18`12,80,Call, $1.31,-$47, $77.96
25-Jul-12,Close 1DaysBeforeEarnings:Long Puts,-1,AMGN,Aug18`12,80,Put, $3.72, $135, $77.96
16-Oct-12,Open 7DaysBeforeEarnings:Long Calls,1,AMGN,Nov17`12,87.5,Call, $2.44, , $88.04
16-Oct-12,Open 7DaysBeforeEarnings:Long Puts,1,AMGN,Nov17`12,87.5,Put, $1.98, , $88.04
22-Oct-12,Close 1DaysBeforeEarnings:Long Calls,-1,AMGN,Nov17`12,87.5,Call, $2.44,-$1, $87.8
22-Oct-12,Close 1DaysBeforeEarnings:Long Puts,-1,AMGN,Nov17`12,87.5,Put, $2.28, $30, $87.8
16-Jan-13,Open 7DaysBeforeEarnings:Long Calls,1,AMGN,Feb16`13,85,Call, $1.79, , $84.32
16-Jan-13,Open 7DaysBeforeEarnings:Long Puts,1,AMGN,Feb16`13,85,Put, $2.78, , $84.32
22-Jan-13,Close 1DaysBeforeEarnings:Long Calls,-1,AMGN,Feb16`13,85,Call, $1.31,-$49, $83.29
22-Jan-13,Close 1DaysBeforeEarnings:Long Puts,-1,AMGN,Feb16`13,85,Put, $3.47, $69, $83.29
16-Apr-13,Open 7DaysBeforeEarnings:Long Calls,1,AMGN,May18`13,110,Call, $4.05, , $110.85
16-Apr-13,Open 7DaysBeforeEarnings:Long Puts,1,AMGN,May18`13,110,Put, $3.45, , $110.85
22-Apr-13,Close 1DaysBeforeEarnings:Long Calls,-1,AMGN,May18`13,110,Call, $4.9, $84, $113.42
22-Apr-13,Close 1DaysBeforeEarnings:Long Puts,-1,AMGN,May18`13,110,Put, $1.98,-$147, $113.42
23-Jul-13,Open 7DaysBeforeEarnings:Long Calls,1,AMGN,Aug17`13,105,Call, $3.52, , $106.62
23-Jul-13,Open 7DaysBeforeEarnings:Long Puts,1,AMGN,Aug17`13,105,Put, $2.17, , $106.62
29-Jul-13,Close 1DaysBeforeEarnings:Long Calls,-1,AMGN,Aug17`13,105,Call, $5.3, $177, $109.37
29-Jul-13,Close 1DaysBeforeEarnings:Long Puts,-1,AMGN,Aug17`13,105,Put, $1.28,-$89, $109.37
15-Oct-13,Open 7DaysBeforeEarnings:Long Calls,1,AMGN,Oct25`13,112,Call, $1.96, , $111.44
15-Oct-13,Open 7DaysBeforeEarnings:Long Puts,1,AMGN,Oct25`13,112,Put, $2.45, , $111.44
21-Oct-13,Close 1DaysBeforeEarnings:Long Calls,-1,AMGN,Oct25`13,112,Call, $2.97, $100, $113.64
21-Oct-13,Close 1DaysBeforeEarnings:Long Puts,-1,AMGN,Oct25`13,112,Put, $1.36,-$109, $113.64
21-Jan-14,Open 7DaysBeforeEarnings:Long Calls,1,AMGN,Jan31`14,119,Call, $2.18, , $119.25
21-Jan-14,Open 7DaysBeforeEarnings:Long Puts,1,AMGN,Jan31`14,119,Put, $2.02, , $119.25
22-Jan-14,Close 40%CloseAfterGains:Long Calls,-1,AMGN,Jan31`14,119,Call, $5.85, $366, $124.37
22-Jan-14,Close 40%CloseAfterGains:Long Puts,-1,AMGN,Jan31`14,119,Put, $0.57,-$145, $124.37
15-Apr-14,Open 7DaysBeforeEarnings:Long Calls,1,AMGN,Apr25`14,115,Call, $2.7, , $115
15-Apr-14,Open 7DaysBeforeEarnings:Long Puts,1,AMGN,Apr25`14,115,Put, $2.58, , $115
21-Apr-14,Close 1DaysBeforeEarnings:Long Calls,-1,AMGN,Apr25`14,115,Call, $3.02, $31, $117.02
21-Apr-14,Close 1DaysBeforeEarnings:Long Puts,-1,AMGN,Apr25`14,115,Put, $1.03,-$155, $117.02
22-Jul-14,Open 7DaysBeforeEarnings:Long Calls,1,AMGN,Aug1`14,121,Call, $2.22, , $121.11
