Date,Description,Size,Symbol,Expiration,Strike,Type,Trade Price,Profit/Loss,Stock Price
09-Apr-14,Open 7DaysBeforeEarnings:Long Calls,1,GOOG,Apr19`14,565,Call, $16.85, , $564.14
09-Apr-14,Open 7DaysBeforeEarnings:Long Puts,1,GOOG,Apr19`14,565,Put, $17.35, , $564.14
15-Apr-14,Close 1DaysBeforeEarnings:Long Calls,-1,GOOG,Apr19`14,565,Call, $4.75,-$1211, $536.44
15-Apr-14,Close 1DaysBeforeEarnings:Long Puts,-1,GOOG,Apr19`14,565,Put, $34.05, $1670, $536.44
10-Jul-14,Open 7DaysBeforeEarnings:Long Calls,1,GOOG,Jul19`14,572.5,Call, $12.55, , $571.1
10-Jul-14,Open 7DaysBeforeEarnings:Long Puts,1,GOOG,Jul19`14,572.5,Put, $13.7, , $571.1
16-Jul-14,Close 1DaysBeforeEarnings:Long Calls,-1,GOOG,Jul19`14,572.5,Call, $18.3, $574, $582.66
16-Jul-14,Close 1DaysBeforeEarnings:Long Puts,-1,GOOG,Jul19`14,572.5,Put, $7.95,-$575, $582.66
09-Oct-14,Open 7DaysBeforeEarnings:Long Calls,1,GOOG,Oct18`14,562.5,Call, $13.05, , $560.88
09-Oct-14,Open 7DaysBeforeEarnings:Long Puts,1,GOOG,Oct18`14,562.5,Put, $13.7, , $560.88
13-Oct-14,Close 40%CloseAfterGains:Long Calls,-1,GOOG,Oct18`14,562.5,Call, $4.8,-$826, $533.21
13-Oct-14,Close 40%CloseAfterGains:Long Puts,-1,GOOG,Oct18`14,562.5,Put, $32.95, $1925, $533.21
22-Jan-15,Open 7DaysBeforeEarnings:Long Calls,1,GOOG,Jan30`15,535,Call, $11.55, , $534.39
22-Jan-15,Open 7DaysBeforeEarnings:Long Puts,1,GOOG,Jan30`15,535,Put, $12.55, , $534.39
28-Jan-15,Close 1DaysBeforeEarnings:Long Calls,-1,GOOG,Jan30`15,535,Call, $2.92,-$864, $510
28-Jan-15,Close 1DaysBeforeEarnings:Long Puts,-1,GOOG,Jan30`15,535,Put, $27.45, $1490, $510
16-Apr-15,Open 7DaysBeforeEarnings:Long Calls,1,GOOG,Apr24`15,535,Call, $10.9, , $533.8
16-Apr-15,Open 7DaysBeforeEarnings:Long Puts,1,GOOG,Apr24`15,535,Put, $12.1, , $533.8
22-Apr-15,Close 1DaysBeforeEarnings:Long Calls,-1,GOOG,Apr24`15,535,Call, $13.3, $239, $539.37
22-Apr-15,Close 1DaysBeforeEarnings:Long Puts,-1,GOOG,Apr24`15,535,Put, $8.6,-$350, $539.37
09-Jul-15,Open 7DaysBeforeEarnings:Long Calls,1,GOOG,Jul17`15,522.5,Call, $10.25, , $520.68
09-Jul-15,Open 7DaysBeforeEarnings:Long Puts,1,GOOG,Jul17`15,522.5,Put, $11.3, , $520.68
14-Jul-15,Close 40%CloseAfterGains:Long Calls,-1,GOOG,Jul17`15,522.5,Call, $39.2, $2894, $561.1
14-Jul-15,Close 40%CloseAfterGains:Long Puts,-1,GOOG,Jul17`15,522.5,Put, $0.77,-$1053, $561.1
15-Oct-15,Open 7DaysBeforeEarnings:Long Calls,1,GOOG,Oct23`15,662.5,Call, $19.4, , $661.74
15-Oct-15,Open 7DaysBeforeEarnings:Long Puts,1,GOOG,Oct23`15,662.5,Put, $20.7, , $661.74
21-Oct-15,Close 1DaysBeforeEarnings:Long Calls,-1,GOOG,Oct23`15,662.5,Call, $10.85,-$856, $642.61
21-Oct-15,Close 1DaysBeforeEarnings:Long Puts,-1,GOOG,Oct23`15,662.5,Put, $30.75, $1005, $642.61
25-Jan-16,Open 7DaysBeforeEarnings:Long Calls,1,GOOG,Feb5`16,715,Call, $25.95, , $711.67
25-Jan-16,Open 7DaysBeforeEarnings:Long Puts,1,GOOG,Feb5`16,715,Put, $28.75, , $711.67
29-Jan-16,Close 1DaysBeforeEarnings:Long Calls,-1,GOOG,Feb5`16,715,Call, $40.55, $1459, $742.95
29-Jan-16,Close 1DaysBeforeEarnings:Long Puts,-1,GOOG,Feb5`16,715,Put, $14.1,-$1465, $742.95
14-Apr-16,Open 7DaysBeforeEarnings:Long Calls,1,GOOG,Apr22`16,755,Call, $20, , $753.2
14-Apr-16,Open 7DaysBeforeEarnings:Long Puts,1,GOOG,Apr22`16,755,Put, $21.25, , $753.2
20-Apr-16,Close 1DaysBeforeEarnings:Long Calls,-1,GOOG,Apr22`16,755,Call, $18.65,-$136, $752.67
