Date,Description,Size,Symbol,Expiration,Strike,Type,Trade Price,Profit/Loss,Stock Price
03-Jan-12,Open 7DaysBeforeEarnings:Long Calls,1,ARNC,Jan21`12,9,Call, $0.52, , $9.23
03-Jan-12,Open 7DaysBeforeEarnings:Long Puts,1,ARNC,Jan21`12,9,Put, $0.29, , $9.23
06-Jan-12,Close 1DaysBeforeEarnings:Long Calls,-1,ARNC,Jan21`12,9,Call, $0.42,-$10, $9.16
06-Jan-12,Close 1DaysBeforeEarnings:Long Puts,-1,ARNC,Jan21`12,9,Put, $0.3, $1, $9.16
03-Apr-12,Open 7DaysBeforeEarnings:Long Calls,1,ARNC,Apr21`12,10,Call, $0.36, , $10.06
03-Apr-12,Open 7DaysBeforeEarnings:Long Puts,1,ARNC,Apr21`12,10,Put, $0.29, , $10.06
09-Apr-12,Close 1DaysBeforeEarnings:Long Calls,-1,ARNC,Apr21`12,10,Call, $0.16,-$20, $9.6
09-Apr-12,Close 1DaysBeforeEarnings:Long Puts,-1,ARNC,Apr21`12,10,Put, $0.56, $27, $9.6
02-Jul-12,Open 7DaysBeforeEarnings:Long Calls,1,ARNC,Jul21`12,9,Call, $0.16, , $8.63
02-Jul-12,Open 7DaysBeforeEarnings:Long Puts,1,ARNC,Jul21`12,9,Put, $0.54, , $8.63
06-Jul-12,Close 1DaysBeforeEarnings:Long Calls,-1,ARNC,Jul21`12,9,Call, $0.18, $2, $8.73
06-Jul-12,Close 1DaysBeforeEarnings:Long Puts,-1,ARNC,Jul21`12,9,Put, $0.46,-$8, $8.73
02-Oct-12,Open 7DaysBeforeEarnings:Long Calls,1,ARNC,Oct20`12,9,Call, $0.18, , $8.85
02-Oct-12,Open 7DaysBeforeEarnings:Long Puts,1,ARNC,Oct20`12,9,Put, $0.33, , $8.85
08-Oct-12,Close 1DaysBeforeEarnings:Long Calls,-1,ARNC,Oct20`12,9,Call, $0.34, $16, $9.12
08-Oct-12,Close 1DaysBeforeEarnings:Long Puts,-1,ARNC,Oct20`12,9,Put, $0.2,-$13, $9.12
