,Date,Description,Size,Symbol,Expiration,Strike,Type,Trade Price,Profit/Loss,Stock Price,Year
4449,2014-05-21,Close 1DaysBeforeEarnings:Long Puts,-1,DLTR,Jun21`14,50.0,Put,1.55, $47, $50,2014
4450,2014-05-21,Close 1DaysBeforeEarnings:Long Calls,-1,DLTR,Jun21`14,50.0,Call,1.62,-$49, $50,2014
4451,2014-05-21,Close 1DaysBeforeEarnings:Long Calls,-1,ROST,Jun21`14,67.5,Call,2.0,-$21, $68.08,2014
4452,2014-05-22,Open 7DaysBeforeEarnings:Long Puts,1,COST,May30`14,115.0,Put,1.43, , $114.73,2014
4453,2014-05-22,Open 7DaysBeforeEarnings:Long Calls,1,AVGO,Jun21`14,70.0,Call,2.08, , $68.68,2014
4454,2014-05-22,Open 7DaysBeforeEarnings:Long Puts,1,AVGO,Jun21`14,70.0,Put,3.55, , $68.68,2014
4455,2014-05-22,Open 7DaysBeforeEarnings:Long Calls,1,COST,May30`14,115.0,Call,1.21, , $114.73,2014
4456,2014-05-28,Close 1DaysBeforeEarnings:Long Puts,-1,AVGO,Jun21`14,70.0,Put,2.75,-$80, $70.1,2014
4457,2014-05-28,Close 1DaysBeforeEarnings:Long Calls,-1,COST,May30`14,115.0,Call,0.86,-$36, $114.24,2014
4458,2014-05-28,Close 1DaysBeforeEarnings:Long Puts,-1,COST,May30`14,115.0,Put,1.58, $15, $114.24,2014
4459,2014-05-28,Close 1DaysBeforeEarnings:Long Calls,-1,AVGO,Jun21`14,70.0,Call,2.75, $66, $70.1,2014
4460,2014-06-10,Open 7DaysBeforeEarnings:Long Calls,1,ADBE,Jun21`14,67.5,Call,1.48, , $66.96,2014
4461,2014-06-10,Open 7DaysBeforeEarnings:Long Puts,1,ADBE,Jun21`14,67.5,Put,2.02, , $66.96,2014
4462,2014-06-16,Close 1DaysBeforeEarnings:Long Puts,-1,ADBE,Jun21`14,67.5,Put,1.86,-$16, $67.62,2014
4463,2014-06-16,Open 7DaysBeforeEarnings:Long Puts,1,MU,Jun27`14,32.0,Put,1.42, , $31.91,2014
4464,2014-06-16,Open 7DaysBeforeEarnings:Long Calls,1,MU,Jun27`14,32.0,Call,1.33, , $31.91,2014
4465,2014-06-16,Close 1DaysBeforeEarnings:Long Calls,-1,ADBE,Jun21`14,67.5,Call,1.98, $49, $67.62,2014
4466,2014-06-18,Open 7DaysBeforeEarnings:Long Calls,1,BBBY,Jun27`14,62.0,Call,1.5, , $61.61,2014
4467,2014-06-18,Open 7DaysBeforeEarnings:Long Puts,1,BBBY,Jun27`14,62.0,Put,1.86, , $61.61,2014
4468,2014-06-19,Open 7DaysBeforeEarnings:Long Calls,1,NKE,Jun27`14,76.0,Call,1.43, , $75.64,2014
4469,2014-06-19,Open 7DaysBeforeEarnings:Long Puts,1,NKE,Jun27`14,76.0,Put,1.82, , $75.64,2014
4470,2014-06-20,Close 1DaysBeforeEarnings:Long Calls,-1,MU,Jun27`14,32.0,Call,1.12,-$22, $31.85,2014
4471,2014-06-20,Close 1DaysBeforeEarnings:Long Puts,-1,MU,Jun27`14,32.0,Put,1.3,-$12, $31.85,2014
4472,2014-06-24,Close 1DaysBeforeEarnings:Long Calls,-1,BBBY,Jun27`14,62.0,Call,1.37,-$14, $60.64,2014
4473,2014-06-24,Close 1DaysBeforeEarnings:Long Puts,-1,BBBY,Jun27`14,62.0,Put,2.67, $81, $60.64,2014
4474,2014-06-24,Open 7DaysBeforeEarnings:Long Puts,1,PAYX,Jul19`14,41.0,Put,0.6, , $41.45,2014
4475,2014-06-24,Open 7DaysBeforeEarnings:Long Calls,1,PAYX,Jul19`14,41.0,Call,1.05, , $41.45,2014
4476,2014-06-25,Close 1DaysBeforeEarnings:Long Calls,-1,NKE,Jun27`14,76.0,Call,1.9, $46, $76.47,2014
4477,2014-06-25,Close 1DaysBeforeEarnings:Long Puts,-1,NKE,Jun27`14,76.0,Put,1.46,-$36, $76.47,2014
4478,2014-06-30,Close 1DaysBeforeEarnings:Long Calls,-1,PAYX,Jul19`14,41.0,Call,1.05,-$1, $41.56,2014
4479,2014-06-30,Close 1DaysBeforeEarnings:Long Puts,-1,PAYX,Jul19`14,41.0,Put,0.52,-$8, $41.56,2014
4480,2014-07-07,Open 7DaysBeforeEarnings:Long Calls,1,FAST,Jul19`14,50.0,Call,0.95, , $49.76,2014
4481,2014-07-07,Open 7DaysBeforeEarnings:Long Puts,1,FAST,Jul19`14,50.0,Put,1.23, , $49.76,2014
4482,2014-07-08,Open 7DaysBeforeEarnings:Long Puts,1,JNJ,Jul19`14,105.0,Put,0.72, , $105.72,2014
4483,2014-07-08,Open 7DaysBeforeEarnings:Long Puts,1,JPM,Jul19`14,55.0,Put,0.57, , $55.76,2014
4484,2014-07-08,Open 7DaysBeforeEarnings:Long Puts,1,GS,Jul19`14,165.0,Put,2.5, , $164.91,2014
4485,2014-07-08,Open 7DaysBeforeEarnings:Long Calls,1,GS,Jul19`14,165.0,Call,2.52, , $164.91,2014
4486,2014-07-08,Open 7DaysBeforeEarnings:Long Calls,1,JPM,Jul19`14,55.0,Call,1.31, , $55.76,2014
4487,2014-07-08,Open 7DaysBeforeEarnings:Long Calls,1,JNJ,Jul19`14,105.0,Call,1.51, , $105.72,2014
4488,2014-07-08,Open 7DaysBeforeEarnings:Long Puts,1,INTC,Jul19`14,31.0,Put,0.62, , $30.79,2014
4489,2014-07-08,Open 7DaysBeforeEarnings:Long Calls,1,INTC,Jul19`14,31.0,Call,0.43, , $30.79,2014
4490,2014-07-09,Open 7DaysBeforeEarnings:Long Calls,1,EBAY,Jul19`14,50.0,Call,1.67, , $50.93,2014
4491,2014-07-09,Open 7DaysBeforeEarnings:Long Puts,1,EBAY,Jul19`14,50.0,Put,0.8, , $50.93,2014
4492,2014-07-10,Open 7DaysBeforeEarnings:Long Calls,1,GOOG,Jul19`14,572.5,Call,12.55, , $571.1,2014
4493,2014-07-10,Open 7DaysBeforeEarnings:Long Puts,1,IBM,Jul19`14,187.5,Put,3.15, , $187.7,2014
4494,2014-07-10,Open 7DaysBeforeEarnings:Long Puts,1,UNH,Jul19`14,82.5,Put,1.52, , $82.08,2014
4495,2014-07-10,Close 1DaysBeforeEarnings:Long Puts,-1,FAST,Jul19`14,50.0,Put,2.17, $94, $48.16,2014
4496,2014-07-10,Open 7DaysBeforeEarnings:Long Calls,1,STX,Jul19`14,59.0,Call,1.54, , $58.83,2014
4497,2014-07-10,Close 1DaysBeforeEarnings:Long Calls,-1,FAST,Jul19`14,50.0,Call,0.4,-$56, $48.16,2014
4498,2014-07-10,Open 7DaysBeforeEarnings:Long Calls,1,UNH,Jul19`14,82.5,Call,1.14, , $82.08,2014
4499,2014-07-10,Open 7DaysBeforeEarnings:Long Calls,1,GOOGL,Jul19`14,580.0,Call,13.6, , $580.04,2014
4500,2014-07-10,Open 7DaysBeforeEarnings:Long Puts,1,STX,Jul19`14,59.0,Put,1.72, , $58.83,2014
4501,2014-07-10,Open 7DaysBeforeEarnings:Long Puts,1,MAT,Jul19`14,39.0,Put,0.72, , $39.25,2014
4502,2014-07-10,Open 7DaysBeforeEarnings:Long Puts,1,GOOG,Jul19`14,572.5,Put,13.7, , $571.1,2014
4503,2014-07-10,Open 7DaysBeforeEarnings:Long Calls,1,IBM,Jul19`14,187.5,Call,3.48, , $187.7,2014
4504,2014-07-10,Open 7DaysBeforeEarnings:Long Puts,1,GOOGL,Jul19`14,580.0,Put,13.2, , $580.04,2014
4505,2014-07-10,Open 7DaysBeforeEarnings:Long Calls,1,MAT,Jul19`14,39.0,Call,1.05, , $39.25,2014
4506,2014-07-11,Open 7DaysBeforeEarnings:Long Calls,1,GE,Jul19`14,26.5,Call,0.34, , $26.55,2014
4507,2014-07-11,Open 7DaysBeforeEarnings:Long Puts,1,GE,Jul19`14,26.5,Put,0.31, , $26.55,2014
4508,2014-07-14,Close 1DaysBeforeEarnings:Long Calls,-1,GS,Jul19`14,165.0,Call,3.22, $69, $167,2014
4509,2014-07-14,Close 1DaysBeforeEarnings:Long Puts,-1,GS,Jul19`14,165.0,Put,1.19,-$131, $167,2014
4510,2014-07-14,Open 7DaysBeforeEarnings:Long Calls,1,NFLX,Jul25`14,455.0,Call,19.73, , $452.58,2014
4511,2014-07-14,Open 7DaysBeforeEarnings:Long Puts,1,NFLX,Jul25`14,455.0,Put,22.22, , $452.58,2014
4512,2014-07-14,Close 1DaysBeforeEarnings:Long Puts,-1,JNJ,Jul19`14,105.0,Put,0.68,-$4, $105.38,2014
4513,2014-07-14,Close 1DaysBeforeEarnings:Long Puts,-1,JPM,Jul19`14,55.0,Put,0.18,-$39, $56.29,2014
4514,2014-07-14,Close 1DaysBeforeEarnings:Long Calls,-1,INTC,Jul19`14,31.0,Call,0.74, $30, $31.49,2014
4515,2014-07-14,Close 1DaysBeforeEarnings:Long Calls,-1,JPM,Jul19`14,55.0,Call,1.42, $10, $56.29,2014
4516,2014-07-14,Close 1DaysBeforeEarnings:Long Puts,-1,INTC,Jul19`14,31.0,Put,0.26,-$36, $31.49,2014
4517,2014-07-14,Open 7DaysBeforeEarnings:Long Puts,1,TXN,Aug16`14,49.0,Put,1.34, , $48.92,2014
4518,2014-07-14,Close 1DaysBeforeEarnings:Long Calls,-1,JNJ,Jul19`14,105.0,Call,1.02,-$50, $105.38,2014
4519,2014-07-14,Open 7DaysBeforeEarnings:Long Calls,1,TXN,Aug16`14,49.0,Call,0.96, , $48.92,2014
4520,2014-07-15,Open 7DaysBeforeEarnings:Long Calls,1,MCD,Jul25`14,100.0,Call,1.26, , $100.3,2014
4521,2014-07-15,Open 7DaysBeforeEarnings:Long Puts,1,MCD,Jul25`14,100.0,Put,0.94, , $100.3,2014
4522,2014-07-15,Open 7DaysBeforeEarnings:Long Puts,1,KO,Jul25`14,42.0,Put,0.43, , $42.1,2014
4523,2014-07-15,Open 7DaysBeforeEarnings:Long Calls,1,MSFT,Jul25`14,42.5,Call,0.7, , $42.45,2014
4524,2014-07-15,Open 7DaysBeforeEarnings:Long Puts,1,MSFT,Jul25`14,42.5,Put,0.78, , $42.45,2014
4525,2014-07-15,Open 7DaysBeforeEarnings:Long Calls,1,KO,Jul25`14,42.0,Call,0.52, , $42.1,2014
4526,2014-07-15,Open 7DaysBeforeEarnings:Long Calls,1,TRV,Aug16`14,95.0,Call,2.12, , $95.95,2014
4527,2014-07-15,Open 7DaysBeforeEarnings:Long Puts,1,TRV,Aug16`14,95.0,Put,1.12, , $95.95,2014
4528,2014-07-15,Open 7DaysBeforeEarnings:Long Calls,1,VZ,Jul25`14,50.5,Call,0.66, , $50.71,2014
4529,2014-07-15,Open 7DaysBeforeEarnings:Long Puts,1,AAPL,Jul25`14,95.36,Put,2.39, , $95.32,2014
4530,2014-07-15,Open 7DaysBeforeEarnings:Long Puts,1,EA,Jul25`14,36.5,Put,1.63, , $36.18,2014
4531,2014-07-15,Open 7DaysBeforeEarnings:Long Calls,1,EA,Jul25`14,36.5,Call,1.33, , $36.18,2014
4532,2014-07-15,Open 7DaysBeforeEarnings:Long Calls,1,ISRG,Jul25`14,385.0,Call,16.05, , $383.57,2014
4533,2014-07-15,Open 7DaysBeforeEarnings:Long Puts,1,ISRG,Jul25`14,385.0,Put,16.65, , $383.57,2014
4534,2014-07-15,Open 7DaysBeforeEarnings:Long Puts,1,XLNX,Aug16`14,48.0,Put,1.28, , $48.3,2014
4535,2014-07-15,Open 7DaysBeforeEarnings:Long Calls,1,XLNX,Aug16`14,48.0,Call,1.36, , $48.3,2014
4536,2014-07-15,Open 7DaysBeforeEarnings:Long Puts,1,UTX,Jul25`14,115.0,Put,1.3, , $114.84,2014
4537,2014-07-15,Open 7DaysBeforeEarnings:Long Calls,1,CMCSA,Jul25`14,55.0,Call,0.8, , $54.89,2014
4538,2014-07-15,Open 7DaysBeforeEarnings:Long Calls,1,UTX,Jul25`14,115.0,Call,1.19, , $114.84,2014
4539,2014-07-15,Open 7DaysBeforeEarnings:Long Calls,1,AAPL,Jul25`14,95.36,Call,2.46, , $95.32,2014
4540,2014-07-15,Close 1DaysBeforeEarnings:Long Puts,-1,EBAY,Jul19`14,50.0,Put,0.76,-$4, $50.82,2014
4541,2014-07-15,Open 7DaysBeforeEarnings:Long Puts,1,VZ,Jul25`14,50.5,Put,0.44, , $50.71,2014
4542,2014-07-15,Close 1DaysBeforeEarnings:Long Calls,-1,EBAY,Jul19`14,50.0,Call,1.6,-$8, $50.82,2014
4543,2014-07-15,Open 7DaysBeforeEarnings:Long Puts,1,CMCSA,Jul25`14,55.0,Put,0.92, , $54.89,2014
4544,2014-07-16,Open 7DaysBeforeEarnings:Long Calls,1,CHKP,Aug16`14,65.0,Call,1.35, , $64.18,2014
4545,2014-07-16,Close 1DaysBeforeEarnings:Long Calls,-1,UNH,Jul19`14,82.5,Call,2.02, $87, $83.76,2014
4546,2014-07-16,Close 1DaysBeforeEarnings:Long Puts,-1,UNH,Jul19`14,82.5,Put,0.8,-$72, $83.76,2014
4547,2014-07-16,Open 7DaysBeforeEarnings:Long Calls,1,NXPI,Aug16`14,67.5,Call,2.68, , $67.03,2014
4548,2014-07-16,Close 40%CloseAfterGains:Long Calls,-1,MSFT,Jul25`14,42.5,Call,1.85, $114, $44.08,2014
4549,2014-07-16,Close 1DaysBeforeEarnings:Long Calls,-1,GOOG,Jul19`14,572.5,Call,18.3, $574, $582.66,2014
4550,2014-07-16,Close 1DaysBeforeEarnings:Long Puts,-1,GOOG,Jul19`14,572.5,Put,7.95,-$575, $582.66,2014
4551,2014-07-16,Open 7DaysBeforeEarnings:Long Calls,1,ORLY,Aug16`14,155.0,Call,4.0, , $153.92,2014
4552,2014-07-16,Open 7DaysBeforeEarnings:Long Puts,1,ORLY,Aug16`14,155.0,Put,5.1, , $153.92,2014
4553,2014-07-16,Open 7DaysBeforeEarnings:Long Puts,1,CHKP,Aug16`14,65.0,Put,2.2, , $64.18,2014
4554,2014-07-16,Open 7DaysBeforeEarnings:Long Puts,1,TSCO,Aug16`14,60.0,Put,1.58, , $60.95,2014
4555,2014-07-16,Close 1DaysBeforeEarnings:Long Puts,-1,STX,Jul19`14,59.0,Put,0.68,-$104, $61.31,2014
4556,2014-07-16,Close 40%CloseAfterGains:Long Puts,-1,MSFT,Jul25`14,42.5,Put,0.34,-$44, $44.08,2014
4557,2014-07-16,Open 7DaysBeforeEarnings:Long Calls,1,BA,Jul25`14,128.0,Call,1.82, , $127.42,2014
4558,2014-07-16,Open 7DaysBeforeEarnings:Long Calls,1,ILMN,Aug16`14,175.0,Call,7.45, , $171.09,2014
4559,2014-07-16,Open 7DaysBeforeEarnings:Long Puts,1,ILMN,Aug16`14,175.0,Put,10.85, , $171.09,2014
4560,2014-07-16,Open 7DaysBeforeEarnings:Long Puts,1,BA,Jul25`14,128.0,Put,2.44, , $127.42,2014
4561,2014-07-16,Close 1DaysBeforeEarnings:Long Calls,-1,STX,Jul19`14,59.0,Call,2.97, $142, $61.31,2014
4562,2014-07-16,Open 7DaysBeforeEarnings:Long Calls,1,T,Jul25`14,36.5,Call,0.34, , $36.45,2014
4563,2014-07-16,Open 7DaysBeforeEarnings:Long Puts,1,FB,Jul25`14,68.0,Put,3.08, , $67.66,2014
4564,2014-07-16,Close 1DaysBeforeEarnings:Long Puts,-1,MAT,Jul19`14,39.0,Put,0.95, $23, $39.03,2014
4565,2014-07-16,Close 1DaysBeforeEarnings:Long Calls,-1,MAT,Jul19`14,39.0,Call,0.92,-$14, $39.03,2014
4566,2014-07-16,Open 7DaysBeforeEarnings:Long Calls,1,GILD,Jul25`14,87.0,Call,2.68, , $87,2014
4567,2014-07-16,Open 7DaysBeforeEarnings:Long Puts,1,GILD,Jul25`14,87.0,Put,2.7, , $87,2014
4568,2014-07-16,Open 7DaysBeforeEarnings:Long Calls,1,QCOM,Jul25`14,80.0,Call,1.25, , $79.62,2014
4569,2014-07-16,Open 7DaysBeforeEarnings:Long Puts,1,QCOM,Jul25`14,80.0,Put,1.6, , $79.62,2014
4570,2014-07-16,Close 1DaysBeforeEarnings:Long Calls,-1,GOOGL,Jul19`14,580.0,Call,18.65, $504, $590.62,2014
4571,2014-07-16,Close 1DaysBeforeEarnings:Long Puts,-1,GOOGL,Jul19`14,580.0,Put,7.95,-$525, $590.62,2014
4572,2014-07-16,Open 7DaysBeforeEarnings:Long Puts,1,NXPI,Aug16`14,67.5,Put,3.1, , $67.03,2014
4573,2014-07-16,Open 7DaysBeforeEarnings:Long Puts,1,CTXS,Aug16`14,62.5,Put,1.78, , $63.42,2014
4574,2014-07-16,Close 1DaysBeforeEarnings:Long Calls,-1,IBM,Jul19`14,187.5,Call,6.08, $259, $192.36,2014
4575,2014-07-16,Open 7DaysBeforeEarnings:Long Puts,1,BIIB,Jul25`14,305.0,Put,7.75, , $303.74,2014
4576,2014-07-16,Open 7DaysBeforeEarnings:Long Calls,1,BIIB,Jul25`14,305.0,Call,6.8, , $303.74,2014
4577,2014-07-16,Open 7DaysBeforeEarnings:Long Puts,1,TRIP,Jul25`14,103.0,Put,4.85, , $101.96,2014
4578,2014-07-16,Open 7DaysBeforeEarnings:Long Calls,1,TSCO,Aug16`14,60.0,Call,2.35, , $60.95,2014
4579,2014-07-16,Close 1DaysBeforeEarnings:Long Puts,-1,IBM,Jul19`14,187.5,Put,1.32,-$183, $192.36,2014
4580,2014-07-16,Open 7DaysBeforeEarnings:Long Calls,1,CTXS,Aug16`14,62.5,Call,2.8, , $63.42,2014
4581,2014-07-16,Open 7DaysBeforeEarnings:Long Puts,1,T,Jul25`14,36.5,Put,0.42, , $36.45,2014
4582,2014-07-16,Open 7DaysBeforeEarnings:Long Puts,1,CA,Aug16`14,28.0,Put,0.6, , $28.28,2014
4583,2014-07-16,Open 7DaysBeforeEarnings:Long Calls,1,FB,Jul25`14,68.0,Call,2.74, , $67.66,2014
4584,2014-07-16,Open 7DaysBeforeEarnings:Long Calls,1,CA,Aug16`14,28.0,Call,0.9, , $28.28,2014
4585,2014-07-16,Open 7DaysBeforeEarnings:Long Calls,1,TRIP,Jul25`14,103.0,Call,3.9, , $101.96,2014
4586,2014-07-17,Open 7DaysBeforeEarnings:Long Puts,1,KDP,Aug16`14,60.0,Put,1.88, , $58.9,2014
4587,2014-07-17,Open 7DaysBeforeEarnings:Long Calls,1,KDP,Aug16`14,60.0,Call,0.88, , $58.9,2014
4588,2014-07-17,Open 7DaysBeforeEarnings:Long Puts,1,AAL,Jul25`14,42.0,Put,1.46, , $41.7,2014
4589,2014-07-17,Open 7DaysBeforeEarnings:Long Puts,1,SRCL,Aug16`14,120.0,Put,3.35, , $118.12,2014
4590,2014-07-17,Open 7DaysBeforeEarnings:Long Calls,1,SRCL,Aug16`14,120.0,Call,1.45, , $118.12,2014
4591,2014-07-17,Close 1DaysBeforeEarnings:Long Puts,-1,GE,Jul19`14,26.5,Put,0.26,-$5, $26.61,2014
4592,2014-07-17,Close 1DaysBeforeEarnings:Long Calls,-1,GE,Jul19`14,26.5,Call,0.4, $5, $26.61,2014
4593,2014-07-17,Open 7DaysBeforeEarnings:Long Puts,1,CAT,Jul25`14,109.0,Put,1.9, , $109.07,2014
4594,2014-07-17,Open 7DaysBeforeEarnings:Long Calls,1,AAL,Jul25`14,42.0,Call,1.2, , $41.7,2014
4595,2014-07-17,Open 7DaysBeforeEarnings:Long Puts,1,KLAC,Aug16`14,75.0,Put,2.85, , $74.01,2014
4596,2014-07-17,Open 7DaysBeforeEarnings:Long Puts,1,BIDU,Jul25`14,187.5,Put,7.2, , $186.91,2014
4597,2014-07-17,Open 7DaysBeforeEarnings:Long Calls,1,AMZN,Jul25`14,352.5,Call,11.58, , $352.45,2014
4598,2014-07-17,Open 7DaysBeforeEarnings:Long Puts,1,MMM,Jul25`14,144.0,Put,1.89, , $143.54,2014
4599,2014-07-17,Open 7DaysBeforeEarnings:Long Puts,1,AMZN,Jul25`14,352.5,Put,11.52, , $352.45,2014
4600,2014-07-17,Open 7DaysBeforeEarnings:Long Calls,1,MMM,Jul25`14,144.0,Call,1.6, , $143.54,2014
4601,2014-07-17,Open 7DaysBeforeEarnings:Long Calls,1,V,Jul25`14,217.5,Call,4.1, , $217.88,2014
4602,2014-07-17,Open 7DaysBeforeEarnings:Long Puts,1,ALXN,Jul25`14,155.0,Put,4.4, , $155.06,2014
4603,2014-07-17,Open 7DaysBeforeEarnings:Long Calls,1,CERN,Aug16`14,55.0,Call,1.15, , $53.18,2014
4604,2014-07-17,Open 7DaysBeforeEarnings:Long Puts,1,CERN,Aug16`14,55.0,Put,2.9, , $53.18,2014
4605,2014-07-17,Open 7DaysBeforeEarnings:Long Calls,1,BIDU,Jul25`14,187.5,Call,6.52, , $186.91,2014
4606,2014-07-17,Open 7DaysBeforeEarnings:Long Puts,1,CELG,Jul25`14,83.0,Put,2.06, , $83.13,2014
4607,2014-07-17,Open 7DaysBeforeEarnings:Long Calls,1,CELG,Jul25`14,83.0,Call,2.06, , $83.13,2014
4608,2014-07-17,Open 7DaysBeforeEarnings:Long Puts,1,SBAC,Aug16`14,105.0,Put,3.5, , $103.17,2014
4609,2014-07-17,Open 7DaysBeforeEarnings:Long Calls,1,SBAC,Aug16`14,105.0,Call,1.68, , $103.17,2014
4610,2014-07-17,Open 7DaysBeforeEarnings:Long Calls,1,ALXN,Jul25`14,155.0,Call,4.95, , $155.06,2014
4611,2014-07-17,Open 7DaysBeforeEarnings:Long Calls,1,SBUX,Jul25`14,77.0,Call,1.6, , $77.24,2014
4612,2014-07-17,Open 7DaysBeforeEarnings:Long Calls,1,KLAC,Aug16`14,75.0,Call,1.52, , $74.01,2014
4613,2014-07-17,Open 7DaysBeforeEarnings:Long Puts,1,V,Jul25`14,217.5,Put,3.35, , $217.88,2014
4614,2014-07-17,Open 7DaysBeforeEarnings:Long Puts,1,SBUX,Jul25`14,77.0,Put,1.35, , $77.24,2014
4615,2014-07-17,Open 7DaysBeforeEarnings:Long Calls,1,CAT,Jul25`14,109.0,Call,2.0, , $109.07,2014
4616,2014-07-18,Close 1DaysBeforeEarnings:Long Puts,-1,NFLX,Jul25`14,455.0,Put,23.85, $163, $444.17,2014
4617,2014-07-18,Close 1DaysBeforeEarnings:Long Calls,-1,NFLX,Jul25`14,455.0,Call,12.88,-$686, $444.17,2014
4618,2014-07-18,Close 1DaysBeforeEarnings:Long Puts,-1,TXN,Aug16`14,49.0,Put,1.31,-$3, $48.82,2014
4619,2014-07-18,Close 1DaysBeforeEarnings:Long Calls,-1,TXN,Aug16`14,49.0,Call,0.88,-$9, $48.82,2014
4620,2014-07-21,Close 1DaysBeforeEarnings:Long Calls,-1,EA,Jul25`14,36.5,Call,2.64, $130, $38.42,2014
4621,2014-07-21,Close 1DaysBeforeEarnings:Long Calls,-1,VZ,Jul25`14,50.5,Call,0.67, , $50.7,2014
4622,2014-07-21,Close 1DaysBeforeEarnings:Long Calls,-1,CMCSA,Jul25`14,55.0,Call,0.47,-$34, $53.82,2014
4623,2014-07-21,Close 1DaysBeforeEarnings:Long Puts,-1,ISRG,Jul25`14,385.0,Put,14.75,-$190, $388.72,2014
4624,2014-07-21,Close 1DaysBeforeEarnings:Long Calls,-1,MCD,Jul25`14,100.0,Call,0.2,-$107, $97.55,2014
4625,2014-07-21,Close 1DaysBeforeEarnings:Long Puts,-1,CMCSA,Jul25`14,55.0,Put,1.81, $89, $53.82,2014
4626,2014-07-21,Close 1DaysBeforeEarnings:Long Calls,-1,ISRG,Jul25`14,385.0,Call,17.15, $109, $388.72,2014
4627,2014-07-21,Close 1DaysBeforeEarnings:Long Puts,-1,MCD,Jul25`14,100.0,Put,2.57, $163, $97.55,2014
4628,2014-07-21,Close 1DaysBeforeEarnings:Long Puts,-1,EA,Jul25`14,36.5,Put,0.67,-$96, $38.42,2014
4629,2014-07-21,Close 1DaysBeforeEarnings:Long Calls,-1,KO,Jul25`14,42.0,Call,0.76, $23, $42.4,2014
4630,2014-07-21,Close 1DaysBeforeEarnings:Long Calls,-1,AAPL,Jul25`14,95.36,Call,1.55,-$92, $93.94,2014
4631,2014-07-21,Close 1DaysBeforeEarnings:Long Puts,-1,AAPL,Jul25`14,95.36,Put,2.93, $54, $93.94,2014
4632,2014-07-21,Close 1DaysBeforeEarnings:Long Calls,-1,XLNX,Aug16`14,48.0,Call,1.36,-$1, $48.33,2014
4633,2014-07-21,Close 1DaysBeforeEarnings:Long Puts,-1,XLNX,Aug16`14,48.0,Put,1.2,-$8, $48.33,2014
4634,2014-07-21,Close 1DaysBeforeEarnings:Long Calls,-1,UTX,Jul25`14,115.0,Call,0.32,-$88, $112.98,2014
4635,2014-07-21,Close 1DaysBeforeEarnings:Long Puts,-1,TRV,Aug16`14,95.0,Put,1.3, $18, $95.26,2014
4636,2014-07-21,Close 1DaysBeforeEarnings:Long Calls,-1,TRV,Aug16`14,95.0,Call,1.6,-$53, $95.26,2014
4637,2014-07-21,Close 1DaysBeforeEarnings:Long Puts,-1,UTX,Jul25`14,115.0,Put,2.32, $102, $112.98,2014
4638,2014-07-21,Close 1DaysBeforeEarnings:Long Puts,-1,KO,Jul25`14,42.0,Put,0.34,-$9, $42.4,2014
4639,2014-07-21,Close 1DaysBeforeEarnings:Long Puts,-1,VZ,Jul25`14,50.5,Put,0.46, $2, $50.7,2014
4640,2014-07-22,Open 7DaysBeforeEarnings:Long Puts,1,VRTX,Aug1`14,97.5,Put,3.38, , $97.74,2014
4641,2014-07-22,Open 7DaysBeforeEarnings:Long Calls,1,MRK,Aug1`14,58.5,Call,0.75, , $58.43,2014
4642,2014-07-22,Open 7DaysBeforeEarnings:Long Calls,1,VRSK,Aug16`14,60.0,Call,3.45, , $62.52,2014
4643,2014-07-22,Close 1DaysBeforeEarnings:Long Calls,-1,BIIB,Jul25`14,305.0,Call,5.65,-$116, $303.67,2014
4644,2014-07-22,Close 1DaysBeforeEarnings:Long Puts,-1,GILD,Jul25`14,87.0,Put,1.18,-$152, $89.33,2014
4645,2014-07-22,Open 7DaysBeforeEarnings:Long Puts,1,VRSK,Aug16`14,60.0,Put,0.77, , $62.52,2014
4646,2014-07-22,Close 1DaysBeforeEarnings:Long Calls,-1,GILD,Jul25`14,87.0,Call,3.58, $89, $89.33,2014
4647,2014-07-22,Open 7DaysBeforeEarnings:Long Puts,1,MRK,Aug1`14,58.5,Put,0.8, , $58.43,2014
4648,2014-07-22,Open 7DaysBeforeEarnings:Long Puts,1,CHRW,Aug16`14,65.0,Put,1.55, , $65.96,2014
4649,2014-07-22,Open 7DaysBeforeEarnings:Long Calls,1,PFE,Aug1`14,30.5,Call,0.32, , $30.49,2014
4650,2014-07-22,Open 7DaysBeforeEarnings:Long Calls,1,CHRW,Aug16`14,65.0,Call,2.53, , $65.96,2014
4651,2014-07-22,Close 1DaysBeforeEarnings:Long Puts,-1,CHKP,Aug16`14,65.0,Put,1.7,-$50, $64.77,2014
4652,2014-07-22,Close 1DaysBeforeEarnings:Long Calls,-1,NXPI,Aug16`14,67.5,Call,2.25,-$44, $66.25,2014
4653,2014-07-22,Close 1DaysBeforeEarnings:Long Puts,-1,T,Jul25`14,36.5,Put,0.7, $28, $35.94,2014
4654,2014-07-22,Close 1DaysBeforeEarnings:Long Calls,-1,T,Jul25`14,36.5,Call,0.12,-$23, $35.94,2014
4655,2014-07-22,Close 1DaysBeforeEarnings:Long Puts,-1,CA,Aug16`14,28.0,Put,0.48,-$12, $28.4,2014
4656,2014-07-22,Close 1DaysBeforeEarnings:Long Calls,-1,CA,Aug16`14,28.0,Call,0.85,-$6, $28.4,2014
4657,2014-07-22,Close 1DaysBeforeEarnings:Long Puts,-1,ORLY,Aug16`14,155.0,Put,9.5, $440, $145.88,2014
